Date,BT,BT%,Dollar,Dollar%,GPUvendor,Btben,Oilprice
2021-08-07,112840 ,0.042500 ,93690 ,0.001800 ,31760000 ,10,41.41
2021-08-06,111930 ,0.047200 ,93510 ,-0.003500 ,32124000 ,10,41.98
2021-08-05,130600 ,0.028400 ,93840 ,0.001400 ,28908000 ,10,41.21
2021-08-04,79220 ,0.042100 ,93710 ,-0.001900 ,49056000 ,10,41.38
2021-08-03,260 ,-0.026500 ,93890 ,0.000000 ,99987000 ,10,41.14
2021-08-02,74810 ,-0.017800 ,93890 ,-0.004100 ,92139000 ,10,41.63
2021-08-01,80330 ,-0.040300 ,94280 ,-0.003800 ,62262000 ,10,43.02
2021-07-31,44650 ,-0.015400 ,94640 ,0.003100 ,50345000 ,0,41.67
2021-07-30,98450 ,0.055000 ,94350 ,-0.000400 ,62130000 ,0,41.21
2021-07-29,75300 ,0.000000 ,94390 ,0.004300 ,36644000 ,0,39.24
2021-07-28,148920 ,0.014000 ,93990 ,0.003500 ,37446000 ,0,38.89
2021-07-27,100240 ,0.058400 ,93660 ,0.007900 ,46441000 ,0,39.27
2021-07-26,177630 ,0.053300 ,92930 ,-0.000500 ,35451000 ,0,39.74
2021-07-25,65100 ,0.046300 ,92970 ,-0.002600 ,42780000 ,0,39.49
2021-07-24,67140 ,0.006600 ,93210 ,0.001800 ,34252000 ,0,40.68
2021-07-23,66150 ,0.040400 ,93050 ,0.000000 ,24432000 ,0,41.42
2021-07-22,64870 ,0.005200 ,93050 ,-0.003000 ,24992000 ,0,43.78
2021-07-21,118340 ,0.078500 ,93330 ,0.000000 ,31034000 ,0,43.43
2021-07-20,97460 ,-0.033800 ,93340 ,0.000900 ,41272000 ,0,45.3
2021-07-19,77480 ,-0.029800 ,93250 ,-0.002000 ,38608000 ,0,45.11
2021-07-18,57010 ,0.008500 ,93440 ,0.007800 ,30888000 ,0,45.93
2021-07-17,58060 ,0.004000 ,92720 ,0.000000 ,28451000 ,0,44.12
2021-07-16,70480 ,-0.014000 ,92720 ,-0.000200 ,27164000 ,0,45.01
2021-07-15,76950 ,-0.029900 ,92740 ,-0.001200 ,29213000 ,0,44.83
2021-07-14,69560 ,0.002800 ,92850 ,0.005500 ,47329000 ,0,44.34
2021-07-13,60040 ,-0.011600 ,92340 ,0.002100 ,41166000 ,0,43.78
2021-07-12,63240 ,-0.032600 ,92140 ,-0.002500 ,36729000 ,0,43.96
2021-07-11,35720 ,0.021400 ,92370 ,-0.006800 ,27704000 ,0,43.89
2021-07-10,50940 ,-0.008500 ,93000 ,0.000000 ,28485000 ,0,43.8
2021-07-09,67140 ,0.028300 ,93010 ,-0.000100 ,26628000 ,0,44.46
2021-07-08,108090 ,-0.029600 ,93020 ,-0.003000 ,34496000 ,0,43.67
2021-07-07,72030 ,-0.010500 ,93300 ,0.000500 ,40398000 ,0,43.44
2021-07-06,83630 ,0.016000 ,93250 ,0.004900 ,54268000 ,0,44.18
2021-07-05,88360 ,-0.045600 ,92790 ,-0.001000 ,45708000 ,0,43.63
2021-07-04,56130 ,0.016000 ,92890 ,0.006700 ,49768000 ,0,44.12
2021-07-03,55690 ,0.027500 ,92270 ,-0.006200 ,49455000 ,0,-
2021-07-02,78930 ,0.008000 ,92850 ,-0.002600 ,36548000 ,0,43.88
2021-07-01,27410 ,-0.042300 ,93100 ,-0.002600 ,35780000 ,0,43.71
2021-06-30,107070 ,-0.022500 ,93330 ,-0.001200 ,31589000 ,0,43.76
2021-06-29,97270 ,0.039400 ,93440 ,-0.002000 ,36406000 ,0,42.97
2021-06-28,112000 ,-0.005800 ,93630 ,0.000500 ,32665000 ,0,42.48
2021-06-27,148800 ,0.075500 ,93580 ,0.001600 ,36789000 ,0,-
2021-06-26,156670 ,0.020600 ,93430 ,0.007000 ,34225000 ,0,43.14
2021-06-25,193430 ,-0.088600 ,92790 ,-0.000900 ,59208000 ,0,43.27
2021-06-24,119250 ,0.029400 ,92870 ,-0.005500 ,37607000 ,0,43.12
2021-06-23,173340 ,0.036200 ,93380 ,-0.001700 ,44937000 ,0,43.13
2021-06-22,309650 ,0.025400 ,93540 ,0.002100 ,37511000 ,0,43.11
2021-06-21,256870 ,-0.109700 ,93350 ,0.003500 ,39847000 ,0,44.42
2021-06-20,137480 ,0.002300 ,93020 ,-0.004600 ,52416000 ,0,44.12
2021-06-19,105460 ,-0.006600 ,93450 ,-0.002600 ,25441000 ,0,43.87
2021-06-18,102840 ,-0.060500 ,93700 ,0.000300 ,40830000 ,0,42.72
2021-06-17,109580 ,-0.007400 ,93670 ,-0.008100 ,53572000 ,0,42.86
2021-06-16,123520 ,-0.045300 ,94430 ,-0.002700 ,40000000 ,0,43.37
2021-06-15,117550 ,-0.009200 ,94690 ,-0.003100 ,57091000 ,0,44.18
2021-06-14,157350 ,0.038600 ,94990 ,-0.001400 ,58365000 ,0,42.78
2021-06-13,123320 ,0.100200 ,95120 ,-0.007500 ,63218000 ,0,43.38
2021-06-12,87730 ,-0.049500 ,95830 ,-0.001100 ,46849000 ,0,-
2021-06-11,109150 ,0.018100 ,95940 ,-0.004200 ,38774000 ,0,43.63
2021-06-10,154320 ,-0.018300 ,96350 ,0.002800 ,48175000 ,0,43.34
2021-06-09,209820 ,0.118300 ,96080 ,-0.001800 ,42428000 ,0,42.9
2021-06-08,193540 ,-0.005800 ,96260 ,-0.002100 ,36544000 ,0,43.66
2021-06-07,119500 ,-0.062500 ,96460 ,-0.001900 ,39132000 ,0,42.68
2021-06-06,62200 ,0.008300 ,96650 ,-0.000500 ,38988000 ,0,42.85
2021-06-05,101480 ,-0.036100 ,96700 ,0.002800 ,74526000 ,0,42.7
2021-06-04,127710 ,-0.059600 ,96430 ,-0.004700 ,73490000 ,0,42.07
2021-06-03,106440 ,0.043400 ,96880 ,0.001600 ,117589000 ,0,40.63
2021-06-02,96890 ,0.023700 ,96720 ,-0.004600 ,77078000 ,0,42.02
2021-06-01,113480 ,-0.016400 ,97170 ,-0.001500 ,103876000 ,0,40.58
2021-05-31,131700 ,0.046200 ,97320 ,0.001200 ,76107000 ,0,42.49
2021-05-30,104180 ,0.030900 ,97200 ,-0.002000 ,58754000 ,0,43.39
2021-05-29,160430 ,-0.030200 ,97390 ,-0.001500 ,71732000 ,0,42.32
2021-05-28,199580 ,-0.071700 ,97540 ,0.001100 ,77446000 ,0,42.95
2021-05-27,122930 ,-0.021200 ,97430 ,0.000000 ,98766000 ,0,41.09
2021-05-26,153800 ,0.022700 ,97430 ,0.002900 ,60231000 ,0,41.46
2021-05-25,163010 ,-0.009600 ,97150 ,0.005200 ,62585000 ,0,40.29
2021-05-24,244880 ,0.117400 ,96650 ,-0.004000 ,49306000 ,0,38.35
2021-05-23,325730 ,-0.073900 ,97040 ,-0.006000 ,46906000 ,0,38.42
2021-05-22,185830 ,0.004000 ,97620 ,0.002100 ,33922000 ,0,40.6
2021-05-21,315500 ,-0.084000 ,97420 ,0.002700 ,37373000 ,0,40.91
2021-05-20,269750 ,0.108800 ,97160 ,0.002100 ,32346000 ,0,40.85
2021-05-19,607100 ,-0.144000 ,96960 ,0.002600 ,36890000 ,0,42.94
2021-05-18,154960 ,-0.014800 ,96710 ,-0.006300 ,31756000 ,0,40.63
2021-05-17,274760 ,-0.062100 ,97320 ,0.006100 ,34210000 ,0,38.82
2021-05-16,180070 ,-0.006000 ,96730 ,0.008100 ,37592000 ,0,39.87
2021-05-15,131910 ,-0.062800 ,95960 ,-0.003800 ,37916000 ,0,38.93
2021-05-14,118840 ,0.002700 ,96320 ,-0.003000 ,44290000 ,0,37.97
2021-05-13,236710 ,0.006500 ,96620 ,-0.003300 ,47939000 ,0,34.86
2021-05-12,160740 ,-0.129000 ,96940 ,0.002700 ,35233000 ,0,33.17
2021-05-11,96470 ,0.015200 ,96680 ,-0.006200 ,42416000 ,0,34.48
2021-05-10,142610 ,-0.041000 ,97280 ,-0.004100 ,48336000 ,0,34.81
2021-05-09,103590 ,-0.010200 ,97670 ,-0.001600 ,73516000 ,0,-
2021-05-08,101270 ,0.026200 ,97830 ,-0.005200 ,44939000 ,0,32.62
2021-05-07,110010 ,0.016500 ,98340 ,-0.000400 ,53912000 ,0,34.1
2021-05-06,109020 ,-0.018000 ,98380 ,-0.006900 ,74562000 ,0,32.95
2021-05-05,119820 ,0.068800 ,99060 ,0.001600 ,36615000 ,0,33.18
2021-05-04,132330 ,-0.060000 ,98910 ,-0.009600 ,53095000 ,0,32.9
2021-05-03,89240 ,0.010000 ,99860 ,0.000000 ,39841000 ,0,31.94
2021-05-02,53610 ,-0.020800 ,99860 ,0.005000 ,52556000 ,0,29.83
2021-05-01,63410 ,0.001500 ,99370 ,0.002500 ,54244000 ,0,26.84
2021-04-30,103740 ,0.077700 ,99120 ,-0.002500 ,78452000 ,0,26.93
2021-04-29,83900 ,-0.023400 ,99370 ,-0.002900 ,72788000 ,0,26.72
2021-04-28,86960 ,-0.003500 ,99670 ,-0.007300 ,66321000 ,0,25.92
2021-04-27,84080 ,0.018800 ,100400 ,-0.000600 ,67576000 ,0,-
2021-04-26,129760 ,0.103300 ,100470 ,0.002200 ,65691000 ,0,26.88
2021-04-25,59200 ,-0.022500 ,100240 ,0.003100 ,94996000 ,0,26
2021-04-24,82250 ,-0.020600 ,99930 ,-0.003000 ,60225000 ,0,24.33
2021-04-23,214460 ,-0.011300 ,100240 ,0.005000 ,63883000 ,0,-
2021-04-22,168130 ,-0.038800 ,99730 ,-0.001600 ,69611000 ,0,20.73
2021-04-21,100260 ,-0.047100 ,99890 ,-0.002000 ,79343000 ,0,17.12
2021-04-20,115490 ,0.015000 ,100090 ,0.003800 ,110164000 ,0,16.63
2021-04-19,117510 ,-0.010000 ,99710 ,0.002300 ,64388000 ,0,17.97
2021-04-18,216810 ,-0.063900 ,99480 ,0.004100 ,80464000 ,0,18.17
2021-04-17,84080 ,-0.021800 ,99080 ,0.000600 ,76551000 ,0,18.13
2021-04-16,136850 ,-0.029000 ,99020 ,-0.005500 ,87427000 ,0,13.52
2021-04-15,76970 ,0.003700 ,99570 ,-0.003000 ,83363000 ,0,17.37
2021-04-14,130430 ,-0.008800 ,99860 ,-0.001800 ,72697000 ,0,20.78
2021-04-13,126560 ,0.061400 ,100040 ,-0.003400 ,63484000 ,0,20.61
2021-04-12,81880 ,-0.001900 ,100380 ,-0.000500 ,81654000 ,0,19.72
2021-04-11,58200 ,0.003900 ,100430 ,0.000400 ,49996000 ,0,19.68
2021-04-10,103720 ,0.028000 ,100390 ,0.001300 ,58065000 ,0,21.66
2021-04-09,59220 ,0.000700 ,100260 ,0.003000 ,61416000 ,0,22.31
2021-04-08,64780 ,0.038000 ,99960 ,0.001700 ,51541000 ,0,23.32
2021-04-07,110690 ,-0.035300 ,99780 ,-0.002400 ,54033000 ,0,23.52
2021-04-06,77150 ,-0.016900 ,100030 ,0.005700 ,59741000 ,0,24.88
2021-04-05,54130 ,0.013600 ,99460 ,0.005800 ,65279000 ,0,24.87
2021-04-04,57210 ,0.020000 ,98890 ,-0.004600 ,89074000 ,0,24.51
2021-04-03,68740 ,-0.032500 ,99350 ,-0.001700 ,113325000 ,0,21.55
2021-04-02,72370 ,0.004400 ,99520 ,0.000000 ,90642000 ,0,21.23
2021-04-01,69040 ,-0.000800 ,99520 ,-0.006000 ,74773000 ,0,23.43
2021-03-31,98060 ,-0.000100 ,100120 ,0.002200 ,105550000 ,0,23.24
2021-03-30,86210 ,0.020000 ,99900 ,-0.007800 ,85692000 ,0,25.04
2021-03-29,107910 ,0.033200 ,100680 ,0.001100 ,76818000 ,0,25.74
2021-03-28,58710 ,-0.001700 ,100580 ,0.004000 ,81005000 ,0,27.05
2021-03-27,73870 ,0.015000 ,100180 ,0.005100 ,69433000 ,0,26.64
2021-03-26,100300 ,0.072400 ,99670 ,0.006300 ,62016000 ,0,24.6
2021-03-25,143350 ,-0.019200 ,99050 ,-0.001300 ,104192000 ,0,28.67
2021-03-24,137910 ,-0.039100 ,99180 ,0.008300 ,52802000 ,0,25.82
2021-03-23,84840 ,0.005400 ,98360 ,-0.009900 ,37464000 ,0,28.26
2021-03-22,95530 ,-0.056200 ,99350 ,-0.016800 ,63856000 ,0,30.83
2021-03-21,77470 ,-0.012200 ,101050 ,-0.009700 ,52961000 ,0,31.49
2021-03-20,67830 ,0.000100 ,102040 ,-0.004400 ,18975000 ,0,33.93
2021-03-19,83980 ,0.007500 ,102490 ,-0.003200 ,21828000 ,0,32.69
2021-03-18,102620 ,-0.021300 ,102820 ,0.000600 ,20822000 ,0,34.58
2021-03-17,118260 ,0.035600 ,102750 ,0.015800 ,27154000 ,0,34.18
2021-03-16,128510 ,0.019700 ,101160 ,0.015900 ,25556000 ,0,32.87
2021-03-15,117710 ,-0.056200 ,99570 ,0.015400 ,37042000 ,0,48.58
2021-03-14,80290 ,-0.034000 ,98070 ,-0.006900 ,29050000 ,0,50.78
2021-03-13,134640 ,0.068600 ,98750 ,0.013100 ,25885000 ,0,50.81
2021-03-12,116960 ,-0.009200 ,97470 ,0.010000 ,31098000 ,0,51.72
2021-03-11,129630 ,0.034900 ,96510 ,0.001000 ,47054000 ,0,50.58
2021-03-10,140960 ,0.017700 ,96410 ,0.016000 ,37351000 ,0,49.05
2021-03-09,114060 ,0.049100 ,94890 ,-0.011000 ,24452000 ,0,50.62
2021-03-08,68140 ,0.026100 ,95950 ,-0.009000 ,23924000 ,0,52.28
2021-03-07,82910 ,0.043500 ,96820 ,-0.005300 ,21792000 ,0,54.48
2021-03-06,66660 ,0.001300 ,97340 ,0.001900 ,25379000 ,0,54.64
2021-03-05,113640 ,0.007500 ,97150 ,-0.002100 ,28419000 ,0,56.41
2021-03-04,9560 ,-0.039000 ,97360 ,-0.007900 ,26310000 ,0,56.92
2021-03-03,44930 ,0.040700 ,98130 ,-0.003800 ,35909000 ,0,56.39
2021-03-02,102100 ,-0.023600 ,98510 ,-0.004900 ,31984000 ,0,55.11
2021-03-01,137520 ,0.098100 ,99000 ,0.000300 ,31630000 ,0,55.98
2021-02-28,135080 ,-0.021100 ,98970 ,-0.003900 ,25511000 ,0,55.23
2021-02-27,98750 ,-0.004500 ,99360 ,0.001000 ,27711000 ,0,54.54
2021-02-26,189410 ,-0.012400 ,99260 ,-0.006000 ,31486000 ,0,54.23
2021-02-25,83220 ,-0.055700 ,99860 ,0.001600 ,26264000 ,0,53.03
2021-02-24,153750 ,0.016100 ,99710 ,0.002700 ,20538000 ,0,53.33
2021-02-23,315070 ,-0.096100 ,99440 ,0.004400 ,23754000 ,0,54.37
2021-02-22,244950 ,-0.057800 ,99000 ,-0.001200 ,23100000 ,0,55.18
2021-02-21,87260 ,0.027000 ,99120 ,0.000600 ,25806000 ,0,53.57
2021-02-20,127850 ,0.000300 ,99070 ,0.000200 ,25464000 ,0,53.99
2021-02-19,139430 ,0.083800 ,99050 ,0.003300 ,18285000 ,0,55.23
2021-02-18,94350 ,-0.009500 ,98720 ,-0.001100 ,13886000 ,0,58.45
2021-02-17,140030 ,0.059200 ,98830 ,0.001500 ,35506000 ,0,57.76
2021-02-16,141370 ,0.025700 ,98680 ,0.001900 ,60304000 ,0,59.37
2021-02-15,123180 ,-0.014500 ,98500 ,0.002000 ,44536000 ,0,58.57
2021-02-14,106500 ,0.031300 ,98300 ,0.003500 ,34355000 ,0,-
2021-02-13,89420 ,-0.004300 ,97960 ,0.001600 ,32120000 ,0,62.23
2021-02-12,133730 ,-0.012900 ,97800 ,0.004200 ,32098000 ,0,62.77
2021-02-11,145770 ,0.070400 ,97390 ,-0.004900 ,45470000 ,0,64.26
2021-02-10,151830 ,-0.036000 ,97870 ,-0.001200 ,40435000 ,0,64.27
2021-02-09,193870 ,0.002400 ,97990 ,-0.000300 ,23380000 ,0,65.24
2021-02-08,248470 ,0.194100 ,98020 ,0.000600 ,25639000 ,0,65.1
2021-02-07,125370 ,-0.010300 ,97960 ,0.001100 ,21188000 ,0,64.74
2021-02-06,156020 ,0.025000 ,97850 ,0.001600 ,23224000 ,0,64.61
2021-02-05,100600 ,0.035600 ,97690 ,0.001600 ,18488000 ,0,64.78
2021-02-04,151440 ,-0.017700 ,97530 ,0.000000 ,27342000 ,0,65.68
2021-02-03,131030 ,0.060900 ,97530 ,-0.000800 ,46523000 ,0,65.93
2021-02-02,120850 ,0.058800 ,97610 ,-0.000300 ,37204000 ,0,66.17
2021-02-01,126320 ,0.012300 ,97640 ,0.003300 ,14156000 ,0,69.24
2021-01-31,101920 ,-0.034300 ,97320 ,0.000900 ,21578000 ,0,68.34
2021-01-30,128570 ,-0.000500 ,97230 ,-0.001400 ,38524000 ,0,69.65
2021-01-29,297730 ,0.027800 ,97370 ,0.000300 ,50648000 ,0,67.79
2021-01-28,167390 ,0.097700 ,97340 ,-0.000200 ,22410000 ,0,65.69
2021-01-27,194350 ,-0.064600 ,97360 ,-0.000900 ,28839000 ,0,67.27
2021-01-26,139840 ,0.007700 ,97450 ,0.001500 ,47259000 ,0,67.81
2021-01-25,142430 ,0.000300 ,97300 ,0.003100 ,41456000 ,0,67.88
2021-01-24,88210 ,0.004700 ,97000 ,0.003400 ,57459000 ,0,67.48
2021-01-23,100700 ,-0.027600 ,96670 ,-0.001800 ,105363000 ,0,66.77
2021-01-22,243090 ,0.070000 ,96840 ,-0.000100 ,51808000 ,0,66.21
2021-01-21,253270 ,-0.130600 ,96850 ,0.004800 ,30019000 ,0,66.87
2021-01-20,153610 ,-0.014600 ,96390 ,0.000000 ,28350000 ,0,66.48
2021-01-19,79110 ,-0.016700 ,96390 ,-0.003600 ,24344000 ,0,66.14
2021-01-18,111520 ,0.021600 ,96740 ,-0.001900 ,18910000 ,0,65.62
2021-01-17,126820 ,-0.005000 ,96920 ,-0.006300 ,28034000 ,0,65.54
2021-01-16,137020 ,-0.022400 ,97530 ,-0.001200 ,26901000 ,0,64.92
2021-01-15,118420 ,-0.059500 ,97650 ,0.000000 ,30087000 ,0,64.01
2021-01-14,172400 ,0.048000 ,97650 ,-0.000100 ,37672000 ,0,63.78
2021-01-13,209930 ,0.097000 ,97660 ,-0.000300 ,28364000 ,0,63.84
2021-01-12,241930 ,-0.041300 ,97690 ,0.003200 ,20973000 ,0,63.74
2021-01-11,251040 ,-0.069300 ,97380 ,-0.000200 ,20596000 ,0,63.02
2021-01-10,215780 ,-0.048800 ,97400 ,0.001900 ,21124000 ,0,62.73
2021-01-09,128420 ,-0.011000 ,97220 ,0.002100 ,33079000 ,0,61.11
2021-01-08,251290 ,0.028900 ,97020 ,-0.001500 ,42309000 ,0,60.98
2021-01-07,249600 ,0.072500 ,97170 ,-0.002400 ,23202000 ,0,60.83
2021-01-06,227560 ,0.082400 ,97400 ,0.003300 ,27992000 ,0,63.83
2021-01-05,202130 ,0.061500 ,97080 ,-0.003400 ,32872000 ,0,63.33
2021-01-04,255270 ,-0.028400 ,97410 ,-0.002400 ,26187000 ,0,63.69
2021-01-03,155210 ,0.023800 ,97640 ,-0.000600 ,30744000 ,0,63.1
2021-01-02,240870 ,0.096500 ,97700 ,0.003000 ,26344000 ,0,63.43
2021-01-01,100900 ,0.014200 ,97410 ,-0.002500 ,42894000 ,0,63.74
2020-12-31,136690 ,0.002800 ,97650 ,-0.000900 ,66412000 ,0,62.13
2020-12-30,159820 ,0.054500 ,97740 ,-0.001200 ,20004000 ,0,60.45
2020-12-29,119570 ,0.011800 ,97860 ,-0.004200 ,44640000 ,0,61.86
2020-12-28,126980 ,0.030300 ,98270 ,-0.001000 ,30912000 ,0,62.84
2020-12-27,231230 ,-0.007300 ,98370 ,0.000000 ,29241000 ,0,61.93
2020-12-26,155770 ,0.071500 ,98370 ,0.001200 ,44444000 ,0,62.47
2020-12-25,2400 ,0.040200 ,98250 ,-0.000700 ,48098000 ,0,61.48
2020-12-24,104590 ,0.020600 ,98320 ,0.000500 ,26552000 ,0,62.16
2020-12-23,178470 ,-0.023700 ,98270 ,0.002900 ,45059000 ,0,61.15
2020-12-22,130750 ,0.048200 ,97990 ,0.000600 ,29337000 ,0,60.88
2020-12-21,154690 ,-0.031800 ,97930 ,0.000700 ,36601000 ,0,61.13
2020-12-20,114090 ,-0.015500 ,97860 ,0.000700 ,18618000 ,0,61.49
2020-12-19,133880 ,0.031000 ,97790 ,-0.002100 ,36206000 ,0,61.34
2020-12-18,131800 ,0.013300 ,98000 ,-0.001600 ,23456000 ,0,60.74
2020-12-17,310740 ,0.069000 ,98160 ,-0.002100 ,30843000 ,0,58.72
2020-12-16,199810 ,0.098700 ,98370 ,0.000600 ,31727000 ,0,61.1
2020-12-15,98390 ,0.008400 ,98310 ,0.001100 ,24971000 ,0,61.32
2020-12-14,67110 ,0.005100 ,98200 ,-0.001500 ,35024000 ,0,61
2020-12-13,82450 ,0.019600 ,98350 ,0.002100 ,24548000 ,0,-
2020-12-12,71370 ,0.043600 ,98140 ,0.001900 ,25815000 ,0,61.46
2020-12-11,111530 ,-0.012300 ,97950 ,-0.000300 ,22305000 ,0,61.04
2020-12-10,85310 ,-0.016100 ,97980 ,0.004900 ,23183000 ,0,59.67
2020-12-09,129720 ,0.012000 ,97500 ,0.002700 ,32459000 ,0,58.95
2020-12-08,101410 ,-0.044000 ,97240 ,-0.001100 ,32784000 ,0,59.38
2020-12-07,61980 ,-0.010800 ,97350 ,-0.003100 ,36151000 ,0,59.7
2020-12-06,54560 ,0.012200 ,97650 ,-0.000400 ,35281000 ,0,59.23
2020-12-05,59440 ,0.026200 ,97690 ,-0.000700 ,41752000 ,0,58.8
2020-12-04,110630 ,-0.039900 ,97760 ,-0.000700 ,37698000 ,0,59.42
2020-12-03,99970 ,0.011200 ,97830 ,0.002000 ,69568000 ,0,60.03
2020-12-02,91920 ,0.023900 ,97630 ,0.001400 ,22773000 ,0,60.44
2020-12-01,208720 ,-0.047100 ,97490 ,-0.000400 ,29614000 ,0,57.77
2020-11-30,185590 ,0.083200 ,97530 ,0.002100 ,29062000 ,0,57.72
2020-11-29,79120 ,0.025700 ,97330 ,0.000500 ,35798000 ,0,58.03
2020-11-28,95200 ,0.035200 ,97280 ,-0.003400 ,25561000 ,0,58.24
2020-11-27,138800 ,-0.002000 ,97610 ,-0.004000 ,29097000 ,0,57.84
2020-11-26,312070 ,-0.083400 ,98000 ,-0.003000 ,31821000 ,0,57.44
2020-11-25,146120 ,-0.022400 ,98290 ,-0.001600 ,56806000 ,0,58.67
2020-11-24,180790 ,0.042100 ,98450 ,0.001500 ,30349000 ,0,59.22
2020-11-23,127350 ,-0.001800 ,98300 ,-0.004100 ,42724000 ,0,60.94
2020-11-22,121760 ,-0.014700 ,98700 ,-0.004200 ,46319000 ,0,62.07
2020-11-21,108910 ,0.000600 ,99120 ,-0.000100 ,81511000 ,0,61.73
2020-11-20,134420 ,0.049000 ,99130 ,0.001600 ,100796000 ,0,61.57
2020-11-19,135940 ,0.001600 ,98970 ,0.001600 ,47720000 ,0,63.46
2020-11-18,233430 ,0.006400 ,98810 ,-0.000500 ,41988000 ,0,63.59
2020-11-17,175870 ,0.056600 ,98860 ,-0.001600 ,35196000 ,0,64.28
2020-11-16,118090 ,0.047800 ,99020 ,-0.001100 ,27920000 ,0,63.23
2020-11-15,58430 ,-0.007300 ,99130 ,-0.002500 ,34182000 ,0,63.3
2020-11-14,83640 ,-0.015500 ,99380 ,0.002700 ,30930000 ,0,67.53
2020-11-13,113750 ,0.001800 ,99110 ,-0.000200 ,37256000 ,0,63.88
2020-11-12,165540 ,0.038200 ,99130 ,0.000900 ,36127000 ,0,58.36
2020-11-11,119070 ,0.025600 ,99040 ,0.007100 ,58916000 ,0,59.32
2020-11-10,93360 ,-0.001500 ,98340 ,-0.002600 ,42835000 ,0,60.89
2020-11-09,165040 ,-0.010100 ,98600 ,0.000900 ,42121000 ,0,60.89
2020-11-08,94990 ,0.044200 ,98510 ,0.002400 ,35942000 ,0,60.12
2020-11-07,160730 ,-0.048100 ,98270 ,-0.002900 ,19777000 ,0,59.23
2020-11-06,186130 ,-0.000600 ,98560 ,0.003100 ,24816000 ,0,58.53
2020-11-05,227490 ,0.101900 ,98260 ,-0.003500 ,27416000 ,0,56.72
2020-11-04,140800 ,0.009000 ,98610 ,0.003600 ,39270000 ,0,56.48
2020-11-03,108170 ,0.033800 ,98260 ,-0.000500 ,36624000 ,0,57.62
2020-11-02,97760 ,-0.014400 ,98310 ,-0.003300 ,42818000 ,0,59.62
2020-11-01,51710 ,-0.002700 ,98640 ,0.003200 ,31594000 ,0,59.32
2020-10-31,102750 ,0.017500 ,98330 ,0.000500 ,34490000 ,0,58.99
2020-10-30,108770 ,0.007600 ,98280 ,-0.001100 ,44219000 ,0,58.07
2020-10-29,111230 ,0.013400 ,98390 ,-0.000200 ,34820000 ,0,58.59
2020-10-28,144180 ,-0.027700 ,98410 ,-0.000400 ,34144000 ,0,59.43
2020-10-27,128640 ,0.045600 ,98450 ,-0.005600 ,28984000 ,0,60.29
2020-10-26,89470 ,0.002300 ,99000 ,0.000800 ,50639000 ,0,60.09
2020-10-25,59730 ,-0.006500 ,98920 ,0.000000 ,68256000 ,0,59.24
2020-10-24,51200 ,0.014200 ,98920 ,0.004200 ,45208000 ,0,58.4
2020-10-23,73940 ,-0.003100 ,98510 ,0.003100 ,34286000 ,0,58.2
2020-10-22,113310 ,0.013000 ,98210 ,0.002100 ,32979000 ,0,58.33
2020-10-21,197720 ,0.075100 ,98000 ,-0.000800 ,39655000 ,0,59.66
2020-10-20,94590 ,0.013600 ,98080 ,0.004500 ,24664000 ,0,57.76
2020-10-19,73040 ,0.021400 ,97640 ,-0.005400 ,40023000 ,0,-
2020-10-18,31510 ,0.012700 ,98170 ,-0.001300 ,70976000 ,0,-
2020-10-17,29860 ,0.003500 ,98300 ,0.001100 ,39767000 ,0,56.83
2020-10-16,71420 ,-0.015700 ,98190 ,-0.001600 ,44544000 ,0,57.89
2020-10-15,70840 ,0.007200 ,98350 ,0.002100 ,58407000 ,0,58.75
2020-10-14,59120 ,-0.000300 ,98140 ,0.000000 ,31187000 ,0,59.68
2020-10-13,64670 ,-0.009500 ,98140 ,0.001500 ,28295000 ,0,60.33
2020-10-12,84020 ,0.014300 ,97990 ,0.001800 ,43443000 ,0,63.05
2020-10-11,41060 ,0.006400 ,97810 ,0.004400 ,35017000 ,0,64.57
2020-10-10,65810 ,0.022100 ,97380 ,-0.001100 ,33164000 ,0,63.63
2020-10-09,70950 ,0.011900 ,97490 ,-0.001300 ,58192000 ,0,62.53
2020-10-08,79780 ,0.023700 ,97620 ,0.000800 ,27604000 ,0,62.83
2020-10-07,49270 ,0.006400 ,97540 ,-0.000900 ,39443000 ,0,63.03
2020-10-06,69070 ,-0.017300 ,97630 ,0.001100 ,30808000 ,0,63.21
2020-10-05,48860 ,0.010900 ,97520 ,-0.005600 ,35889000 ,0,62.11
2020-10-04,31400 ,0.012200 ,98070 ,-0.003000 ,38387000 ,0,62.74
2020-10-03,29100 ,-0.002700 ,98370 ,-0.001500 ,40278000 ,0,61.55
2020-10-02,77940 ,-0.004500 ,98520 ,0.004800 ,34886000 ,0,62.14
2020-10-01,95330 ,-0.014400 ,98050 ,0.000100 ,40814000 ,0,63.23
2020-09-30,55550 ,-0.006000 ,98040 ,0.000300 ,51162000 ,0,64.58
2020-09-29,59640 ,0.013800 ,98010 ,0.001900 ,64184000 ,0,65.22
2020-09-28,72290 ,-0.007700 ,97820 ,0.000900 ,47864000 ,0,65.88
2020-09-27,40920 ,0.004500 ,97730 ,0.000300 ,38972000 ,0,65.95
2020-09-26,37850 ,0.003700 ,97700 ,0.004500 ,39430000 ,0,63.9
2020-09-25,71430 ,-0.004700 ,97260 ,0.001100 ,55980000 ,0,62.63
2020-09-24,82950 ,0.049000 ,97150 ,0.003700 ,42836000 ,0,63.32
