Date,BT,BT%,Dollar,Dollar%,GPUvendor,Btben,Oilprice
2018-09-19,3.54M,0.76%,95.48k,0.03%,"20,262K",0,45.82
2018-09-18,2.82M,1.44%,95.45k,-0.22%,"21,251K",0,44.62
2018-09-17,3.26M,-3.82%,95.66k,-0.37%,"29,377K",0,45.59
2018-09-16,3.34M,-0.29%,96.02k,0.19%,"47,100K",0,45.96
2018-09-15,3.16M,0.54%,95.84k,-0.28%,"24,646K",0,45.38
2018-09-14,3.20M,0.01%,96.11k,0.86%,"30,104K",0,46.85
2018-09-13,3.53M,2.29%,95.29k,-0.04%,"29,834K",0,47.26
2018-09-12,3.04M,0.70%,95.33k,-0.31%,"47,559K",0,46.65
2018-09-11,3.30M,-0.43%,95.63k,0.57%,"40,002K",0,45.85
2018-09-10,3.11M,1.32%,95.09k,-0.26%,"47,217K",0,45.74
2018-09-09,2.84M,0.88%,95.34k,0.33%,"23,462K",0,44.43
2018-09-08,3.46M,-3.23%,95.03k,0.07%,"19,340K",0,42.89
2018-09-07,3.30M,-1.89%,94.96k,0.15%,"32,251K",0,40.49
2018-09-06,4.02M,-2.87%,94.82k,-1.06%,"46,108K",0,41.34
2018-09-05,4.55M,-9.09%,95.84k,0.00%,"32,921K",0,-
2018-09-04,3.92M,1.56%,95.84k,0.20%,"38,713K",0,41.59
2018-09-03,3.87M,-0.41%,95.65k,-0.39%,"41,252K",0,41.22
2018-09-02,3.90M,1.45%,96.02k,-0.03%,"27,742K",0,39.99
2018-09-01,3.52M,2.21%,96.05k,0.49%,"30,996K",0,38.54
2018-08-31,4.21M,0.57%,95.58k,0.01%,"45,808K",0,38.85
2018-08-30,3.74M,-0.50%,95.57k,0.84%,"41,579K",0,40.04
2018-08-29,4.11M,-0.64%,94.77k,-0.02%,"41,364K",0,38.64
2018-08-28,3.79M,2.57%,94.79k,0.26%,"39,108K",0,39.88
2018-08-27,3.26M,2.75%,94.54k,0.02%,"39,888K",0,40.59
2018-08-26,3.37M,-0.33%,94.52k,0.01%,"54,107K",0,40.37
2018-08-25,3.59M,0.81%,94.51k,0.37%,"62,839K",0,41.38
2018-08-24,3.70M,2.44%,94.16k,-0.59%,"97,303K",0,41.63
2018-08-23,2.76M,2.54%,94.72k,-0.07%,"211,026K",0,42.73
2018-08-22,3.63M,-1.89%,94.79k,-0.88%,"67,054K",0,42.24
2018-08-21,1.46M,3.41%,95.63k,-0.09%,"32,818K",0,42.21
2018-08-20,3.10M,-3.29%,95.72k,-0.15%,"26,968K",0,43.38
2018-08-19,2.71M,1.61%,95.86k,0.22%,"33,334K",0,42.59
2018-08-18,3.15M,-3.08%,95.65k,-0.55%,"18,324K",0,42.31
2018-08-17,3.20M,4.36%,96.18k,-0.23%,"24,688K",0,43.41
2018-08-16,3.50M,0.80%,96.4k,0.22%,"52,576K",0,42.58
2018-08-15,3.74M,1.08%,96.19k,0.45%,"22,402K",0,41.97
2018-08-14,3.66M,-1.04%,95.76k,0.21%,"25,608K",0,42.5
2018-08-13,234.09K,-0.91%,95.56k,0.53%,"32,190K",0,44.99
2018-08-12,216.33K,1.31%,95.06k,-0.68%,"38,122K",0,-
2018-08-11,247.34K,1.29%,95.71k,0.19%,"35,240K",0,45.01
2018-08-10,298.82K,-5.91%,95.53k,-1.25%,"21,454K",0,46.97
2018-08-09,237.66K,4.06%,96.74k,-0.32%,"19,197K",0,45.19
2018-08-08,311.54K,-6.56%,97.05k,-0.11%,"22,354K",0,46.46
2018-08-07,232.48K,-3.15%,97.16k,-0.13%,"17,828K",0,45.73
2018-08-06,168.87K,-1.19%,97.29k,-0.18%,"20,017K",0,44.55
2018-08-05,177.64K,0.18%,97.47k,0.48%,"30,915K",0,45.11
2018-08-04,222.57K,-5.46%,97k,-0.21%,"30,732K",0,45.47
2018-08-03,226.46K,-1.55%,97.2k,0.14%,"43,697K",0,46.48
2018-08-02,216.34K,-0.93%,97.06k,0.52%,"41,656K",0,47.12
2018-08-01,237.69K,-1.59%,96.56k,-0.02%,"35,072K",0,46.4
2018-07-31,266.94K,-5.48%,96.58k,0.52%,"29,276K",3,46.53
2018-07-30,242.21K,-0.47%,96.08k,-0.15%,"38,752K",3,44.48
2018-07-29,155.24K,-0.22%,96.22k,-0.23%,"25,594K",3,44.93
2018-07-28,147.14K,0.57%,96.44k,-0.13%,"37,810K",3,46.09
2018-07-27,243.22K,3.15%,96.57k,0.28%,"45,338K",3,46.3
2018-07-26,235.45K,-2.90%,96.3k,-0.03%,"33,957K",3,47.06
2018-07-25,269.23K,-2.78%,96.33k,0.29%,"39,394K",3,48.23
2018-07-24,345.32K,8.86%,96.05k,-0.12%,"34,829K",3,48.98
2018-07-23,272.15K,4.19%,96.17k,0.54%,"37,988K",3,47.99
2018-07-22,204.16K,0.05%,95.65k,0.00%,"37,670K",3,46.82
2018-07-21,160.77K,0.95%,95.65k,-0.51%,"26,181K",3,45.91
2018-07-20,258.85K,-1.85%,96.14k,0.39%,"26,539K",3,46.28
2018-07-19,247.25K,1.27%,95.77k,-0.50%,"24,496K",3,46.17
2018-07-18,333.32K,0.84%,96.25k,-0.30%,"42,901K",3,45.44
2018-07-17,337.75K,8.80%,96.54k,1.14%,"24,201K",3,45.9
2018-07-16,312.12K,5.77%,95.45k,2.05%,"33,778K",3,45.54
2018-07-15,180.67K,1.73%,93.53k,-0.20%,"54,551K",3,45.31
2018-07-14,243.71K,0.40%,93.72k,-0.32%,"35,368K",3,45.74
2018-07-13,233.22K,-0.33%,94.02k,0.44%,"36,364K",3,45.27
2018-07-12,289.24K,-2.17%,93.61k,-0.64%,"22,622K",3,44.55
2018-07-11,243.82K,1.30%,94.21k,-0.38%,"19,031K",3,44.87
2018-07-10,315.27K,-5.40%,94.57k,-0.04%,"27,740K",3,45.65
2018-07-09,289.48K,-0.71%,94.61k,-0.34%,"28,608K",3,44.75
2018-07-08,267.60K,-0.75%,94.93k,0.60%,"22,279K",3,45.76
2018-07-07,114.57K,2.23%,94.36k,-0.22%,"27,494K",3,45.68
2018-07-06,132.69K,1.09%,94.57k,0.66%,"23,997K",3,45.35
2018-07-05,166.18K,-0.79%,93.95k,0.38%,"17,530K",3,44.39
2018-07-04,143.04K,1.30%,93.59k,-0.26%,"30,200K",3,44.65
2018-07-03,150.19K,-1.60%,93.83k,-0.07%,"23,381K",3,42.18
2018-07-02,179.92K,3.97%,93.9k,-0.14%,"34,870K",3,41.23
2018-07-01,128.51K,-0.50%,94.03k,-1.60%,"32,334K",3,42.84
2018-06-30,189.33K,2.99%,95.56k,0.12%,"36,196K",0,42.2
2018-06-29,206.96K,5.61%,95.45k,-0.46%,"34,962K",0,42.45
2018-06-28,156.05K,-4.41%,95.89k,0.39%,"33,685K",0,42.05
2018-06-27,133.42K,1.20%,95.52k,0.00%,"36,938K",0,43.03
2018-06-26,176.66K,-2.79%,95.52k,0.37%,"44,967K",0,-
2018-06-25,210.69K,1.66%,95.17k,-0.19%,"52,563K",0,44.26
2018-06-24,240.60K,-0.21%,95.35k,-0.23%,"106,866K",0,43.22
2018-06-23,142.90K,1.84%,95.57k,0.36%,"77,147K",0,42.59
2018-06-22,278.22K,-9.99%,95.23k,-0.10%,"48,535K",0,40.83
2018-06-21,99.29K,-0.55%,95.33k,0.04%,"34,082K",0,40.86
2018-06-20,121.48K,0.19%,95.29k,0.22%,"34,014K",0,41.01
2018-06-19,120.54K,0.49%,95.08k,0.56%,"33,580K",0,41.7
2018-06-18,135.70K,4.02%,94.55k,-0.02%,"42,537K",0,39.03
2018-06-17,90.67K,-0.70%,94.57k,-0.04%,"60,885K",0,39.17
2018-06-16,108.79K,1.49%,94.61k,0.49%,"60,043K",0,37.73
2018-06-15,143.53K,-3.56%,94.15k,0.35%,"34,814K",0,39.37
2018-06-14,201.54K,5.30%,93.82k,-0.50%,"32,677K",0,39.66
2018-06-13,237.48K,-3.75%,94.29k,0.17%,"34,191K",0,40.11
2018-06-12,178.26K,-4.76%,94.13k,0.26%,"28,988K",0,38.67
2018-06-11,174.88K,1.64%,93.89k,0.12%,"31,050K",0,37.79
2018-06-10,275.69K,-9.85%,93.78k,0.64%,"27,678K",0,36.71
2018-06-09,97.56K,-1.40%,93.18k,0.26%,"23,170K",0,36.48
2018-06-08,112.88K,-0.98%,92.94k,0.33%,"22,794K",0,34.69
2018-06-07,124.00K,0.48%,92.63k,-0.48%,"27,073K",0,33.83
2018-06-06,130.66K,0.39%,93.08k,-0.73%,"25,800K",0,34.84
2018-06-05,145.23K,1.69%,93.76k,-0.67%,"48,146K",0,36.22
2018-06-04,141.01K,-2.91%,94.39k,-0.19%,"48,118K",0,35.05
2018-06-03,116.68K,1.08%,94.57k,-0.28%,"45,714K",0,35.45
2018-06-02,121.18K,1.54%,94.84k,-0.29%,"84,145K",0,36.17
2018-06-01,135.92K,0.38%,95.12k,0.55%,"60,024K",0,36.31
2018-05-31,144.52K,1.39%,94.6k,0.12%,"48,167K",2,36.04
2018-05-30,140.37K,-0.91%,94.49k,0.54%,"46,936K",2,37.14
2018-05-29,186.97K,4.89%,93.98k,-0.54%,"40,937K",2,37.43
2018-05-28,152.29K,-3.36%,94.49k,-0.22%,"39,847K",2,37.14
2018-05-27,103.29K,0.07%,94.7k,-0.21%,"64,530K",2,37.42
2018-05-26,103.07K,-1.56%,94.9k,0.17%,"44,934K",2,36.67
2018-05-25,161.82K,-1.52%,94.74k,0.83%,"49,027K",2,34.8
2018-05-24,211.11K,1.07%,93.96k,0.01%,"35,808K",2,34.66
2018-05-23,237.60K,-6.17%,93.95k,-0.30%,"14,853K",2,35.69
2018-05-22,137.51K,-4.73%,94.23k,-0.26%,"18,034K",2,36.37
2018-05-21,115.52K,-1.47%,94.48k,0.05%,"20,366K",2,36.25
2018-05-20,113.76K,3.44%,94.43k,-0.21%,"14,202K",2,35.03
2018-05-19,107.89K,-0.01%,94.63k,0.13%,"5,245K",2,35.56
2018-05-18,150.32K,2.27%,94.51k,-0.12%,"12,252K",2,34.39
2018-05-17,154.36K,-3.37%,94.62k,0.03%,"13,001K",2,32.17
2018-05-16,188.03K,-1.56%,94.59k,-0.26%,"28,422K",2,32.04
2018-05-15,179.62K,-2.27%,94.84k,-0.34%,"39,590K",2,31.95
2018-05-14,212.05K,-0.22%,95.16k,-0.81%,"25,416K",2,31.65
2018-05-13,149.80K,2.77%,95.94k,-0.21%,"23,636K",2,29.99
2018-05-12,210.87K,0.61%,96.14k,0.00%,"30,730K",2,30.43
2018-05-11,270.62K,-6.84%,96.14k,0.09%,"27,589K",2,29.46
2018-05-10,152.71K,-3.15%,96.05k,0.42%,"22,732K",2,28.57
2018-05-09,147.89K,1.33%,95.65k,0.38%,"23,660K",2,29.69
2018-05-08,157.45K,-2.49%,95.29k,0.21%,"37,268K",2,29.33
2018-05-07,165.08K,-2.33%,95.09k,0.35%,"31,449K",2,30.07
2018-05-06,150.95K,-2.00%,94.76k,-1.18%,"33,359K",2,30.25
2018-05-05,158.45K,1.49%,95.89k,-0.77%,"45,876K",2,28.31
2018-05-04,161.55K,-0.42%,96.63k,0.01%,"24,666K",2,30.66
2018-05-03,201.18K,5.48%,96.62k,0.47%,"29,424K",2,29.22
2018-05-02,137.48K,1.85%,96.17k,0.10%,"40,950K",2,26.86
2018-05-01,173.35K,-1.84%,96.07k,-1.13%,"32,724K",2,26.08
2018-04-30,156.83K,-1.80%,97.17k,-0.04%,"8,700K",0,26.2
2018-04-29,184.72K,0.67%,97.21k,0.14%,"13,830K",0,-
2018-04-28,199.78K,4.60%,97.07k,-0.28%,"19,543K",0,-
2018-04-27,184.91K,-3.73%,97.34k,-0.26%,"24,255K",0,29.22
2018-04-26,248.39K,4.67%,97.59k,-0.63%,"23,974K",0,29.51
2018-04-25,395.67K,-8.01%,98.21k,-0.14%,"25,407K",0,27.52
2018-04-24,260.79K,7.73%,98.35k,0.14%,"35,022K",0,28.08
2018-04-23,147.54K,1.66%,98.21k,0.06%,"25,705K",0,29.01
2018-04-22,161.89K,-1.30%,98.15k,0.88%,"34,428K",0,28.37
2018-04-21,206.01K,0.63%,97.29k,-0.17%,"29,294K",0,27.08
2018-04-20,225.96K,6.95%,97.46k,-0.02%,"29,108K",0,26.11
2018-04-19,155.08K,1.37%,97.48k,0.10%,"61,990K",0,24.84
2018-04-18,163.26K,3.41%,97.38k,0.81%,"55,226K",0,26.1
2018-04-17,162.59K,-2.00%,96.6k,-0.36%,"49,257K",0,23.88
2018-04-16,197.70K,-3.51%,96.95k,0.17%,"117,227K",0,22.83
2018-04-15,160.26K,4.49%,96.79k,-0.08%,"47,880K",0,23.36
2018-04-14,164.71K,1.48%,96.87k,0.93%,"44,226K",0,24.72
2018-04-13,296.95K,-0.49%,95.98k,0.04%,"37,677K",0,24.65
2018-04-12,398.30K,13.85%,95.94k,0.40%,"19,009K",0,26.22
2018-04-11,142.07K,1.56%,95.56k,-0.34%,"30,116K",0,26.04
2018-04-10,134.23K,1.08%,95.89k,-0.19%,"32,717K",0,26.49
2018-04-09,241.19K,-3.54%,96.07k,-0.52%,"21,704K",0,26.44
2018-04-08,132.51K,1.81%,96.57k,-0.47%,"20,827K",0,28.07
2018-04-07,177.10K,4.25%,97.03k,0.58%,"24,744K",0,29.11
2018-04-06,174.90K,-2.33%,96.47k,-0.84%,"38,178K",0,27.96
2018-04-05,221.70K,-0.40%,97.29k,-1.60%,"30,688K",0,30.76
2018-04-04,239.51K,-8.29%,98.87k,-0.14%,"38,628K",0,31.66
2018-04-03,230.80K,5.03%,99.01k,-0.60%,"26,482K",0,32.54
2018-04-02,199.31K,3.56%,99.61k,1.12%,"29,471K",0,32.19
2018-04-01,257.53K,-1.63%,98.51k,-0.39%,"44,840K",0,32.74
2018-03-31,245.30K,1.23%,98.9k,-0.46%,"52,605K",0,32.11
2018-03-30,417.31K,-3.86%,99.36k,0.00%,"61,215K",0,32.61
2018-03-29,348.75K,-10.38%,99.36k,-0.21%,"29,844K",0,32.83
2018-03-28,167.36K,1.96%,99.57k,0.51%,"22,759K",0,31.82
2018-03-27,223.10K,-4.20%,99.06k,-0.03%,"42,325K",0,32
2018-03-26,247.18K,-3.89%,99.09k,0.10%,"46,007K",0,31.98
2018-03-25,149.52K,-0.87%,98.99k,0.03%,"31,015K",0,32.98
2018-03-24,177.43K,-4.14%,98.96k,0.00%,"45,322K",0,32.86
2018-03-23,210.11K,2.18%,98.96k,-0.13%,"48,202K",0,34.24
2018-03-22,223.01K,-2.02%,99.09k,0.16%,"38,614K",0,33.82
2018-03-21,218.19K,-0.08%,98.93k,-0.04%,"48,930K",0,34.64
2018-03-20,253.44K,3.43%,98.97k,0.25%,"55,638K",0,36.2
2018-03-19,316.96K,5.07%,98.72k,0.18%,"38,074K",0,36.51
2018-03-18,348.02K,4.14%,98.54k,0.33%,"39,558K",0,36.49
2018-03-17,208.05K,-5.00%,98.22k,-0.97%,"36,969K",0,36.91
2018-03-16,236.13K,0.30%,99.18k,-0.22%,"38,244K",0,38.35
2018-03-15,326.53K,0.66%,99.4k,0.54%,"16,163K",0,39.11
2018-03-14,305.45K,-10.32%,98.87k,0.24%,"22,836K",0,38.29
2018-03-13,239.46K,0.19%,98.63k,0.00%,"28,184K",0,39.75
2018-03-12,257.91K,-4.12%,98.63k,0.37%,"32,641K",0,39.8
2018-03-11,266.59K,8.76%,98.27k,0.17%,"26,871K",0,39.87
2018-03-10,198.73K,-4.94%,98.1k,0.18%,"17,351K",0,40.37
2018-03-09,371.46K,-0.89%,97.92k,-0.06%,"32,798K",0,40.94
2018-03-08,256.26K,-6.09%,97.98k,0.00%,"19,246K",0,41.4
2018-03-07,284.54K,-7.23%,97.98k,-0.37%,"30,158K",0,40.7
2018-03-06,230.65K,-5.78%,98.34k,0.11%,"35,708K",0,39.57
2018-03-05,162.11K,-0.75%,98.23k,-0.13%,"28,939K",0,40.07
2018-03-04,156.40K,0.12%,98.36k,-0.34%,"23,845K",0,40.13
2018-03-03,172.20K,5.31%,98.7k,-0.57%,"28,797K",0,39.64
2018-03-02,201.69K,-0.70%,99.27k,1.43%,"26,256K",0,40.39
2018-03-01,188.77K,5.52%,97.87k,-0.36%,"34,404K",0,40.35
2018-02-28,215.22K,-2.46%,98.22k,0.64%,"35,341K",0,40.77
2018-02-27,202.58K,3.01%,97.6k,0.04%,"21,935K",0,41.68
2018-02-26,235.94K,7.30%,97.56k,-0.39%,"32,094K",0,42.59
2018-02-25,196.49K,-1.23%,97.94k,0.62%,"46,376K",0,-
2018-02-24,239.16K,-4.58%,97.34k,-1.15%,"61,498K",0,42.88
2018-02-23,271.50K,3.34%,98.47k,-0.19%,"62,268K",0,43.16
2018-02-22,316.63K,-6.03%,98.66k,0.32%,"68,228K",0,43.7
2018-02-21,327.14K,-6.81%,98.35k,0.75%,"38,266K",0,45.45
2018-02-20,267.56K,0.62%,97.62k,-2.37%,"42,693K",0,43.89
2018-02-19,215.20K,7.41%,99.99k,0.19%,"24,925K",0,44.55
2018-02-18,288.91K,-6.09%,99.8k,-0.37%,"28,708K",0,43.94
2018-02-17,224.76K,8.79%,100.17k,0.15%,"27,388K",0,44.45
2018-02-16,206.44K,1.41%,100.02k,0.22%,"21,465K",0,43.11
2018-02-15,291.28K,5.92%,99.8k,0.00%,"27,688K",0,43.01
2018-02-14,246.88K,10.97%,99.8k,0.27%,"38,405K",0,43.48
2018-02-13,195.87K,-4.09%,99.53k,-0.27%,"43,501K",0,43.9
2018-02-12,238.67K,10.17%,99.8k,0.24%,"66,230K",0,43.71
2018-02-11,236.20K,-5.58%,99.56k,0.58%,"140,525K",0,44.43
2018-02-10,263.53K,-1.61%,98.99k,-0.66%,"65,568K",0,44.61
2018-02-09,233.94K,6.56%,99.65k,0.02%,"23,463K",0,46.22
2018-02-08,296.10K,7.50%,99.63k,0.19%,"26,010K",0,46.58
2018-02-07,445.62K,-1.38%,99.44k,0.44%,"39,713K",0,46.44
2018-02-06,886.88K,10.99%,99k,0.35%,"21,834K",0,46.52
2018-02-05,593.89K,-15.61%,98.65k,-0.36%,"19,018K",0,47.08
2018-02-04,280.94K,-11.03%,99.01k,-0.28%,"23,268K",0,49.61
2018-02-03,248.71K,3.91%,99.29k,0.31%,"19,831K",0,49.99
2018-02-02,519.40K,-3.14%,98.98k,-0.19%,"19,242K",0,48.41
2018-02-01,358.40K,-10.56%,99.17k,1.26%,"18,884K",0,48.97
2018-01-31,208.47K,0.98%,97.94k,-0.01%,"16,992K",0,46.48
2018-01-30,264.72K,-9.59%,97.95k,0.81%,"35,647K",0,45.91
2018-01-29,137.42K,-4.67%,97.16k,0.24%,"14,972K",0,45.38
2018-01-28,154.63K,2.86%,96.93k,-0.02%,"18,841K",0,45.92
2018-01-27,163.49K,3.14%,96.95k,-0.34%,"22,037K",0,44.31
2018-01-26,253.91K,-0.76%,97.28k,-0.51%,"28,285K",0,43.95
2018-01-25,181.81K,-2.18%,97.78k,0.90%,"26,573K",0,45.01
2018-01-24,136.06K,5.04%,96.91k,0.05%,"24,922K",0,44.98
2018-01-23,188.37K,0.35%,96.86k,-0.28%,"21,247K",0,-
2018-01-22,201.73K,-6.30%,97.13k,0.78%,"21,671K",0,45.13
2018-01-21,206.96K,-9.83%,96.38k,1.42%,"35,759K",0,45
2018-01-20,143.90K,11.04%,95.03k,0.13%,"33,249K",0,44.58
2018-01-19,170.74K,2.98%,94.91k,-0.02%,"59,425K",0,45.99
2018-01-18,242.45K,0.47%,94.93k,0.41%,"21,478K",0,46.78
2018-01-17,361.80K,-1.49%,94.54k,0.18%,"14,576K",0,44.08
2018-01-16,317.10K,-17.05%,94.37k,0.47%,"30,289K",0,43.87
2018-01-15,73.27K,0.02%,93.93k,-0.88%,"31,592K",0,45.47
2018-01-14,85.12K,-4.18%,94.76k,-0.08%,"39,172K",0,-
2018-01-13,61.14K,2.92%,94.84k,0.03%,"42,130K",0,45.75
2018-01-12,82.37K,2.60%,94.81k,-0.54%,"35,046K",0,47.55
2018-01-11,167.81K,-10.02%,95.32k,-0.19%,"25,337K",0,45.93
2018-01-10,87.07K,1.79%,95.5k,0.05%,"41,406K",0,46.6
2018-01-09,71.40K,-1.32%,95.45k,-0.69%,"51,424K",0,47.19
2018-01-08,142.45K,-7.71%,96.11k,0.29%,"35,566K",0,47.01
2018-01-07,79.01K,-5.50%,95.83k,-0.37%,"29,940K",0,46.16
2018-01-06,83.93K,1.28%,96.19k,-0.17%,"23,354K",0,49.98
2018-01-05,141.96K,11.69%,96.35k,0.51%,"25,689K",0,48.72
2018-01-04,110.97K,0.15%,95.86k,-0.18%,"30,655K",0,46.84
2018-01-03,106.54K,2.73%,96.03k,-0.25%,"32,373K",0,43.57
2018-01-02,137.73K,9.74%,96.27k,-0.43%,"28,305K",0,42.94
2018-01-01,78.43K,-2.93%,96.69k,0.65%,"52,946K",0,42.66
2017-12-31,111.27K,10.52%,96.07k,-0.22%,"25,689K",0,44.4
2017-12-30,182.07K,-12.93%,96.28k,0.41%,"34,281K",0,46.23
2017-12-29,118.88K,-0.04%,95.89k,1.09%,"31,332K",0,46.73
2017-12-28,170.37K,-6.60%,94.86k,0.33%,"32,371K",0,48.27
2017-12-27,138.71K,-2.16%,94.55k,-0.91%,"25,079K",0,48.22
2017-12-26,143.14K,13.90%,95.42k,-0.20%,"22,430K",0,48.53
2017-12-25,107.48K,0.32%,95.61k,0.38%,"37,266K",0,49.43
2017-12-24,182.42K,-4.21%,95.25k,0.06%,"33,517K",0,49.87
2017-12-23,170.17K,5.35%,95.19k,-0.28%,"32,766K",0,49.37
2017-12-22,466.98K,-12.58%,95.46k,-0.57%,"43,233K",0,50.59
2017-12-21,163.74K,-5.04%,96.01k,0.03%,"25,973K",0,-
2017-12-20,227.68K,-6.06%,95.98k,-0.26%,"21,259K",0,-
2017-12-19,174.54K,-7.64%,96.23k,0.00%,"23,969K",0,49.71
2017-12-18,139.25K,-0.49%,96.23k,-0.19%,"19,682K",0,50.09
2017-12-17,117.41K,-1.45%,96.41k,0.61%,"25,381K",0,50.13
2017-12-16,112.17K,9.89%,95.83k,0.40%,"32,497K",0,51.11
2017-12-15,153.65K,6.90%,95.45k,-0.39%,"21,582K",0,52.07
2017-12-14,107.92K,1.11%,95.82k,-0.30%,"29,305K",0,52.53
2017-12-13,155.41K,-4.67%,96.11k,0.52%,"30,852K",0,51.86
2017-12-12,132.85K,2.10%,95.61k,0.54%,"38,880K",0,51.85
2017-12-11,159.73K,11.11%,95.1k,0.60%,"54,414K",0,52.87
2017-12-10,201.62K,1.46%,94.53k,1.29%,"114,655K",0,53.45
2017-12-09,181.98K,-7.50%,93.33k,-1.77%,"53,456K",0,54.22
2017-12-08,286.76K,-4.76%,95.01k,-1.01%,"31,648K",0,55.03
2017-12-07,297.11K,22.55%,95.98k,-0.39%,"29,293K",0,54.68
2017-12-06,191.58K,17.85%,96.36k,-0.70%,"20,072K",0,55.4
2017-12-05,89.69K,0.37%,97.04k,0.24%,"25,697K",0,-
2017-12-04,93.17K,3.36%,96.81k,0.30%,"21,884K",0,55.75
2017-12-03,122.13K,3.06%,96.52k,0.08%,"19,516K",0,56.93
2017-12-02,86.83K,0.47%,96.44k,0.19%,"23,448K",0,56.25
2017-12-01,131.92K,9.20%,96.26k,-1.06%,"24,846K",0,57.75
2017-11-30,187.01K,1.11%,97.29k,0.13%,"24,096K",0,58.19
2017-11-29,233.33K,-0.69%,97.16k,-0.41%,"25,938K",0,56.69
2017-11-28,87.76K,1.78%,97.56k,-0.28%,"20,742K",0,54.98
2017-11-27,106.90K,4.45%,97.83k,-0.13%,"23,046K",0,55.16
2017-11-26,85.89K,6.44%,97.96k,0.03%,"23,162K",0,57.93
2017-11-25,84.67K,6.75%,97.93k,0.45%,"29,364K",0,59.45
2017-11-24,73.00K,2.34%,97.49k,0.15%,"15,528K",0,59.51
2017-11-23,68.01K,-2.69%,97.34k,-0.23%,"24,356K",0,60.93
2017-11-22,65.81K,1.66%,97.56k,0.60%,"22,028K",0,59.56
2017-11-21,115.45K,-1.76%,96.98k,0.22%,"23,672K",0,59.36
2017-11-20,75.70K,2.51%,96.77k,0.28%,"25,873K",0,60.01
2017-11-19,68.62K,3.36%,96.5k,-0.76%,"37,943K",0,60.26
2017-11-18,74.38K,1.05%,97.24k,0.13%,"36,643K",0,61.09
2017-11-17,117.35K,-1.96%,97.11k,-0.50%,"41,396K",0,60.11
2017-11-16,133.94K,7.83%,97.6k,0.28%,"51,586K",0,59.82
2017-11-15,131.12K,10.40%,97.33k,-0.71%,"19,220K",0,60.93
2017-11-14,96.50K,1.14%,98.03k,0.17%,"33,077K",0,60.98
2017-11-13,178.34K,10.96%,97.86k,0.19%,"35,728K",0,60.81
2017-11-12,269.83K,-7.28%,97.67k,0.51%,"25,325K",0,60.46
2017-11-11,135.72K,-3.44%,97.17k,0.55%,"31,829K",0,61.29
2017-11-10,222.00K,-7.91%,96.64k,-0.23%,"31,192K",0,62.42
2017-11-09,126.77K,-4.23%,96.86k,0.86%,"54,255K",0,63.44
2017-11-08,220.22K,4.81%,96.03k,-0.60%,"33,048K",0,62.66
2017-11-07,101.05K,2.06%,96.61k,0.33%,"42,601K",0,59.64
2017-11-06,159.69K,-5.82%,96.29k,-0.59%,"46,208K",0,60.23
2017-11-05,105.73K,0.35%,96.86k,0.58%,"31,076K",0,59.03
2017-11-04,106.60K,2.96%,96.3k,0.20%,"41,384K",0,60.71
2017-11-03,154.89K,1.81%,96.11k,0.00%,"29,990K",0,62.3
2017-11-02,238.80K,4.26%,96.11k,-0.21%,"23,696K",0,62.49
2017-11-01,133.19K,4.44%,96.31k,0.87%,"35,929K",0,-
2017-10-31,101.25K,5.34%,95.48k,0.73%,"40,697K",3,61.11
2017-10-30,78.62K,-0.38%,94.79k,-0.71%,"26,212K",3,60.64
2017-10-29,163.06K,7.35%,95.47k,0.29%,"52,721K",3,62.11
2017-10-28,53.23K,-0.66%,95.19k,-0.07%,"22,239K",3,63.07
2017-10-27,83.93K,-2.09%,95.26k,-0.18%,"25,739K",3,62.98
2017-10-26,93.68K,2.68%,95.43k,1.17%,"32,306K",3,64.03
2017-10-25,105.84K,4.01%,94.33k,0.27%,"22,684K",3,62.68
2017-10-24,143.74K,-6.62%,94.08k,0.04%,"16,034K",3,61.75
2017-10-23,137.14K,-1.32%,94.04k,-0.28%,"30,151K",3,62.79
2017-10-22,105.03K,-0.40%,94.3k,-0.74%,"15,749K",3,63.58
2017-10-21,112.94K,0.23%,95k,0.20%,"15,286K",3,63.49
2017-10-20,123.86K,5.17%,94.81k,-0.17%,"12,382K",3,63.61
2017-10-19,83.06K,2.20%,94.97k,-0.01%,"14,936K",3,64.21
2017-10-18,122.02K,-0.41%,94.98k,0.35%,"12,501K",3,62.4
2017-10-17,65.64K,-2.79%,94.65k,-0.55%,"15,775K",3,62.84
2017-10-16,61.36K,1.25%,95.17k,-0.14%,"16,943K",3,62.96
2017-10-15,101.64K,-2.34%,95.3k,-1.05%,"17,095K",3,65.06
2017-10-14,76.22K,3.33%,96.31k,0.89%,"20,334K",3,64.79
2017-10-13,215.02K,3.77%,95.46k,-0.01%,"31,008K",3,63.28
2017-10-12,163.92K,12.61%,95.47k,-0.38%,"67,690K",3,63.03
2017-10-11,70.48K,1.28%,95.83k,-1.60%,"32,083K",3,-
2017-10-10,98.49K,-0.30%,97.39k,0.50%,"22,620K",3,62.69
2017-10-09,110.19K,3.59%,96.91k,-0.06%,"27,394K",3,61.65
2017-10-08,71.37K,3.97%,96.97k,-0.41%,"21,052K",3,61.62
2017-10-07,40.20K,1.46%,97.37k,0.07%,"14,045K",3,62
2017-10-06,61.69K,1.17%,97.3k,1.34%,"18,152K",3,61.43
2017-10-05,63.61K,2.44%,96.01k,-0.10%,"18,347K",3,58.6
