Date,BT,BT%,Dollar,Dollar%,GPUvendor,Btben,Oilprice
2021-07-20,97.46K,-3.38%,93.34k,0.09%,"41,272K",0,45.3
2021-07-19,77.48K,-2.98%,93.25k,-0.20%,"38,608K",0,45.11
2021-07-18,57.01K,0.85%,93.44k,0.78%,"30,888K",0,45.93
2021-07-17,58.06K,0.40%,92.72k,0.00%,"28,451K",0,44.12
2021-07-16,70.48K,-1.40%,92.72k,-0.02%,"27,164K",0,45.01
2021-07-15,76.95K,-2.99%,92.74k,-0.12%,"29,213K",0,44.83
2021-07-14,69.56K,0.28%,92.85k,0.55%,"47,329K",0,44.34
2021-07-13,60.04K,-1.16%,92.34k,0.21%,"41,166K",0,43.78
2021-07-12,63.24K,-3.26%,92.14k,-0.25%,"36,729K",0,43.96
2021-07-11,35.72K,2.14%,92.37k,-0.68%,"27,704K",0,43.89
2021-07-10,50.94K,-0.85%,93k,0.00%,"28,485K",0,43.8
2021-07-09,67.14K,2.83%,93.01k,-0.01%,"26,628K",0,44.46
2021-07-08,108.09K,-2.96%,93.02k,-0.30%,"34,496K",0,43.67
2021-07-07,72.03K,-1.05%,93.3k,0.05%,"40,398K",0,43.44
2021-07-06,83.63K,1.60%,93.25k,0.49%,"54,268K",0,44.18
2021-07-05,88.36K,-4.56%,92.79k,-0.10%,"45,708K",0,43.63
2021-07-04,56.13K,1.60%,92.89k,0.67%,"49,768K",0,44.12
2021-07-03,55.69K,2.75%,92.27k,-0.62%,"49,455K",0,-
2021-07-02,78.93K,0.80%,92.85k,-0.26%,"36,548K",0,43.88
2021-07-01,27.41K,-4.23%,93.1k,-0.26%,"35,780K",0,43.71
2021-06-30,107.07K,-2.25%,93.33k,-0.12%,"31,589K",0,43.76
2021-06-29,97.27K,3.94%,93.44k,-0.20%,"36,406K",0,42.97
2021-06-28,112.00K,-0.58%,93.63k,0.05%,"32,665K",0,42.48
2021-06-27,148.80K,7.55%,93.58k,0.16%,"36,789K",0,-
2021-06-26,156.67K,2.06%,93.43k,0.70%,"34,225K",0,43.14
2021-06-25,193.43K,-8.86%,92.79k,-0.09%,"59,208K",0,43.27
2021-06-24,119.25K,2.94%,92.87k,-0.55%,"37,607K",0,43.12
2021-06-23,173.34K,3.62%,93.38k,-0.17%,"44,937K",0,43.13
2021-06-22,309.65K,2.54%,93.54k,0.21%,"37,511K",0,43.11
2021-06-21,256.87K,-10.97%,93.35k,0.35%,"39,847K",0,44.42
2021-06-20,137.48K,0.23%,93.02k,-0.46%,"52,416K",0,44.12
2021-06-19,105.46K,-0.66%,93.45k,-0.26%,"25,441K",0,43.87
2021-06-18,102.84K,-6.05%,93.7k,0.03%,"40,830K",0,42.72
2021-06-17,109.58K,-0.74%,93.67k,-0.81%,"53,572K",0,42.86
2021-06-16,123.52K,-4.53%,94.43k,-0.27%,"40,000K",0,43.37
2021-06-15,117.55K,-0.92%,94.69k,-0.31%,"57,091K",0,44.18
2021-06-14,157.35K,3.86%,94.99k,-0.14%,"58,365K",0,42.78
2021-06-13,123.32K,10.02%,95.12k,-0.75%,"63,218K",0,43.38
2021-06-12,87.73K,-4.95%,95.83k,-0.11%,"46,849K",0,-
2021-06-11,109.15K,1.81%,95.94k,-0.42%,"38,774K",0,43.63
2021-06-10,154.32K,-1.83%,96.35k,0.28%,"48,175K",0,43.34
2021-06-09,209.82K,11.83%,96.08k,-0.18%,"42,428K",0,42.9
2021-06-08,193.54K,-0.58%,96.26k,-0.21%,"36,544K",0,43.66
2021-06-07,119.50K,-6.25%,96.46k,-0.19%,"39,132K",0,42.68
2021-06-06,62.20K,0.83%,96.65k,-0.05%,"38,988K",0,42.85
2021-06-05,101.48K,-3.61%,96.7k,0.28%,"74,526K",0,42.7
2021-06-04,127.71K,-5.96%,96.43k,-0.47%,"73,490K",0,42.07
2021-06-03,106.44K,4.34%,96.88k,0.16%,"117,589K",0,40.63
2021-06-02,96.89K,2.37%,96.72k,-0.46%,"77,078K",0,42.02
2021-06-01,113.48K,-1.64%,97.17k,-0.15%,"103,876K",0,40.58
2021-05-31,131.70K,4.62%,97.32k,0.12%,"76,107K",0,42.49
2021-05-30,104.18K,3.09%,97.2k,-0.20%,"58,754K",0,43.39
2021-05-29,160.43K,-3.02%,97.39k,-0.15%,"71,732K",0,42.32
2021-05-28,199.58K,-7.17%,97.54k,0.11%,"77,446K",0,42.95
2021-05-27,122.93K,-2.12%,97.43k,0.00%,"98,766K",0,41.09
2021-05-26,153.80K,2.27%,97.43k,0.29%,"60,231K",0,41.46
2021-05-25,163.01K,-0.96%,97.15k,0.52%,"62,585K",0,40.29
2021-05-24,244.88K,11.74%,96.65k,-0.40%,"49,306K",0,38.35
2021-05-23,325.73K,-7.39%,97.04k,-0.60%,"46,906K",0,38.42
2021-05-22,185.83K,0.40%,97.62k,0.21%,"33,922K",0,40.6
2021-05-21,315.50K,-8.40%,97.42k,0.27%,"37,373K",0,40.91
2021-05-20,269.75K,10.88%,97.16k,0.21%,"32,346K",0,40.85
2021-05-19,607.10K,-14.40%,96.96k,0.26%,"36,890K",0,42.94
2021-05-18,154.96K,-1.48%,96.71k,-0.63%,"31,756K",0,40.63
2021-05-17,274.76K,-6.21%,97.32k,0.61%,"34,210K",0,38.82
2021-05-16,180.07K,-0.60%,96.73k,0.81%,"37,592K",0,39.87
2021-05-15,131.91K,-6.28%,95.96k,-0.38%,"37,916K",0,38.93
2021-05-14,118.84K,0.27%,96.32k,-0.30%,"44,290K",0,37.97
2021-05-13,236.71K,0.65%,96.62k,-0.33%,"47,939K",0,34.86
2021-05-12,160.74K,-12.90%,96.94k,0.27%,"35,233K",0,33.17
2021-05-11,96.47K,1.52%,96.68k,-0.62%,"42,416K",0,34.48
2021-05-10,142.61K,-4.10%,97.28k,-0.41%,"48,336K",0,34.81
2021-05-09,103.59K,-1.02%,97.67k,-0.16%,"73,516K",0,-
2021-05-08,101.27K,2.62%,97.83k,-0.52%,"44,939K",0,32.62
2021-05-07,110.01K,1.65%,98.34k,-0.04%,"53,912K",0,34.1
2021-05-06,109.02K,-1.80%,98.38k,-0.69%,"74,562K",0,32.95
2021-05-05,119.82K,6.88%,99.06k,0.16%,"36,615K",0,33.18
2021-05-04,132.33K,-6.00%,98.91k,-0.96%,"53,095K",0,32.9
2021-05-03,89.24K,1.00%,99.86k,0.00%,"39,841K",0,31.94
2021-05-02,53.61K,-2.08%,99.86k,0.50%,"52,556K",0,29.83
2021-05-01,63.41K,0.15%,99.37k,0.25%,"54,244K",0,26.84
2021-04-30,103.74K,7.77%,99.12k,-0.25%,"78,452K",0,26.93
2021-04-29,83.90K,-2.34%,99.37k,-0.29%,"72,788K",0,26.72
2021-04-28,86.96K,-0.35%,99.67k,-0.73%,"66,321K",0,25.92
2021-04-27,84.08K,1.88%,100.4k,-0.06%,"67,576K",0,-
2021-04-26,129.76K,10.33%,100.47k,0.22%,"65,691K",0,26.88
2021-04-25,59.20K,-2.25%,100.24k,0.31%,"94,996K",0,26
2021-04-24,82.25K,-2.06%,99.93k,-0.30%,"60,225K",0,24.33
2021-04-23,214.46K,-1.13%,100.24k,0.50%,"63,883K",0,-
2021-04-22,168.13K,-3.88%,99.73k,-0.16%,"69,611K",0,20.73
2021-04-21,100.26K,-4.71%,99.89k,-0.20%,"79,343K",0,17.12
2021-04-20,115.49K,1.50%,100.09k,0.38%,"110,164K",0,16.63
2021-04-19,117.51K,-1.00%,99.71k,0.23%,"64,388K",0,17.97
2021-04-18,216.81K,-6.39%,99.48k,0.41%,"80,464K",0,18.17
2021-04-17,84.08K,-2.18%,99.08k,0.06%,"76,551K",0,18.13
2021-04-16,136.85K,-2.90%,99.02k,-0.55%,"87,427K",0,13.52
2021-04-15,76.97K,0.37%,99.57k,-0.30%,"83,363K",0,17.37
2021-04-14,130.43K,-0.88%,99.86k,-0.18%,"72,697K",0,20.78
2021-04-13,126.56K,6.14%,100.04k,-0.34%,"63,484K",0,20.61
2021-04-12,81.88K,-0.19%,100.38k,-0.05%,"81,654K",0,19.72
2021-04-11,58.20K,0.39%,100.43k,0.04%,"49,996K",0,19.68
2021-04-10,103.72K,2.80%,100.39k,0.13%,"58,065K",0,21.66
2021-04-09,59.22K,0.07%,100.26k,0.30%,"61,416K",0,22.31
2021-04-08,64.78K,3.80%,99.96k,0.17%,"51,541K",0,23.32
2021-04-07,110.69K,-3.53%,99.78k,-0.24%,"54,033K",0,23.52
2021-04-06,77.15K,-1.69%,100.03k,0.57%,"59,741K",0,24.88
2021-04-05,54.13K,1.36%,99.46k,0.58%,"65,279K",0,24.87
2021-04-04,57.21K,2.00%,98.89k,-0.46%,"89,074K",0,24.51
2021-04-03,68.74K,-3.25%,99.35k,-0.17%,"113,325K",0,21.55
2021-04-02,72.37K,0.44%,99.52k,0.00%,"90,642K",0,21.23
2021-04-01,69.04K,-0.08%,99.52k,-0.60%,"74,773K",0,23.43
2021-03-31,98.06K,-0.01%,100.12k,0.22%,"105,550K",0,23.24
2021-03-30,86.21K,2.00%,99.9k,-0.78%,"85,692K",0,25.04
2021-03-29,107.91K,3.32%,100.68k,0.11%,"76,818K",0,25.74
2021-03-28,58.71K,-0.17%,100.58k,0.40%,"81,005K",0,27.05
2021-03-27,73.87K,1.50%,100.18k,0.51%,"69,433K",0,26.64
2021-03-26,100.30K,7.24%,99.67k,0.63%,"62,016K",0,24.6
2021-03-25,143.35K,-1.92%,99.05k,-0.13%,"104,192K",0,28.67
2021-03-24,137.91K,-3.91%,99.18k,0.83%,"52,802K",0,25.82
2021-03-23,84.84K,0.54%,98.36k,-0.99%,"37,464K",0,28.26
2021-03-22,95.53K,-5.62%,99.35k,-1.68%,"63,856K",0,30.83
2021-03-21,77.47K,-1.22%,101.05k,-0.97%,"52,961K",0,31.49
2021-03-20,67.83K,0.01%,102.04k,-0.44%,"18,975K",0,33.93
2021-03-19,83.98K,0.75%,102.49k,-0.32%,"21,828K",0,32.69
2021-03-18,102.62K,-2.13%,102.82k,0.06%,"20,822K",0,34.58
2021-03-17,118.26K,3.56%,102.75k,1.58%,"27,154K",0,34.18
2021-03-16,128.51K,1.97%,101.16k,1.59%,"25,556K",0,32.87
2021-03-15,117.71K,-5.62%,99.57k,1.54%,"37,042K",0,48.58
2021-03-14,80.29K,-3.40%,98.07k,-0.69%,"29,050K",0,50.78
2021-03-13,134.64K,6.86%,98.75k,1.31%,"25,885K",0,50.81
2021-03-12,116.96K,-0.92%,97.47k,1.00%,"31,098K",0,51.72
2021-03-11,129.63K,3.49%,96.51k,0.10%,"47,054K",0,50.58
2021-03-10,140.96K,1.77%,96.41k,1.60%,"37,351K",0,49.05
2021-03-09,114.06K,4.91%,94.89k,-1.10%,"24,452K",0,50.62
2021-03-08,68.14K,2.61%,95.95k,-0.90%,"23,924K",0,52.28
2021-03-07,82.91K,4.35%,96.82k,-0.53%,"21,792K",0,54.48
2021-03-06,66.66K,0.13%,97.34k,0.19%,"25,379K",0,54.64
2021-03-05,113.64K,0.75%,97.15k,-0.21%,"28,419K",0,56.41
2021-03-04,9.56K,-3.90%,97.36k,-0.79%,"26,310K",0,56.92
2021-03-03,44.93K,4.07%,98.13k,-0.38%,"35,909K",0,56.39
2021-03-02,102.10K,-2.36%,98.51k,-0.49%,"31,984K",0,55.11
2021-03-01,137.52K,9.81%,99k,0.03%,"31,630K",0,55.98
2021-02-28,135.08K,-2.11%,98.97k,-0.39%,"25,511K",0,55.23
2021-02-27,98.75K,-0.45%,99.36k,0.10%,"27,711K",0,54.54
2021-02-26,189.41K,-1.24%,99.26k,-0.60%,"31,486K",0,54.23
2021-02-25,83.22K,-5.57%,99.86k,0.16%,"26,264K",0,53.03
2021-02-24,153.75K,1.61%,99.71k,0.27%,"20,538K",0,53.33
2021-02-23,315.07K,-9.61%,99.44k,0.44%,"23,754K",0,54.37
2021-02-22,244.95K,-5.78%,99k,-0.12%,"23,100K",0,55.18
2021-02-21,87.26K,2.70%,99.12k,0.06%,"25,806K",0,53.57
2021-02-20,127.85K,0.03%,99.07k,0.02%,"25,464K",0,53.99
2021-02-19,139.43K,8.38%,99.05k,0.33%,"18,285K",0,55.23
2021-02-18,94.35K,-0.95%,98.72k,-0.11%,"13,886K",0,58.45
2021-02-17,140.03K,5.92%,98.83k,0.15%,"35,506K",0,57.76
2021-02-16,141.37K,2.57%,98.68k,0.19%,"60,304K",0,59.37
2021-02-15,123.18K,-1.45%,98.5k,0.20%,"44,536K",0,58.57
2021-02-14,106.50K,3.13%,98.3k,0.35%,"34,355K",0,-
2021-02-13,89.42K,-0.43%,97.96k,0.16%,"32,120K",0,62.23
2021-02-12,133.73K,-1.29%,97.8k,0.42%,"32,098K",0,62.77
2021-02-11,145.77K,7.04%,97.39k,-0.49%,"45,470K",0,64.26
2021-02-10,151.83K,-3.60%,97.87k,-0.12%,"40,435K",0,64.27
2021-02-09,193.87K,0.24%,97.99k,-0.03%,"23,380K",0,65.24
2021-02-08,248.47K,19.41%,98.02k,0.06%,"25,639K",0,65.1
2021-02-07,125.37K,-1.03%,97.96k,0.11%,"21,188K",0,64.74
2021-02-06,156.02K,2.50%,97.85k,0.16%,"23,224K",0,64.61
2021-02-05,100.60K,3.56%,97.69k,0.16%,"18,488K",0,64.78
2021-02-04,151.44K,-1.77%,97.53k,0.00%,"27,342K",0,65.68
2021-02-03,131.03K,6.09%,97.53k,-0.08%,"46,523K",0,65.93
2021-02-02,120.85K,5.88%,97.61k,-0.03%,"37,204K",0,66.17
2021-02-01,126.32K,1.23%,97.64k,0.33%,"14,156K",0,69.24
2021-01-31,101.92K,-3.43%,97.32k,0.09%,"21,578K",0,68.34
2021-01-30,128.57K,-0.05%,97.23k,-0.14%,"38,524K",0,69.65
2021-01-29,297.73K,2.78%,97.37k,0.03%,"50,648K",0,67.79
2021-01-28,167.39K,9.77%,97.34k,-0.02%,"22,410K",0,65.69
2021-01-27,194.35K,-6.46%,97.36k,-0.09%,"28,839K",0,67.27
2021-01-26,139.84K,0.77%,97.45k,0.15%,"47,259K",0,67.81
2021-01-25,142.43K,0.03%,97.3k,0.31%,"41,456K",0,67.88
2021-01-24,88.21K,0.47%,97k,0.34%,"57,459K",0,67.48
2021-01-23,100.70K,-2.76%,96.67k,-0.18%,"105,363K",0,66.77
2021-01-22,243.09K,7.00%,96.84k,-0.01%,"51,808K",0,66.21
2021-01-21,253.27K,-13.06%,96.85k,0.48%,"30,019K",0,66.87
2021-01-20,153.61K,-1.46%,96.39k,0.00%,"28,350K",0,66.48
2021-01-19,79.11K,-1.67%,96.39k,-0.36%,"24,344K",0,66.14
2021-01-18,111.52K,2.16%,96.74k,-0.19%,"18,910K",0,65.62
2021-01-17,126.82K,-0.50%,96.92k,-0.63%,"28,034K",0,65.54
2021-01-16,137.02K,-2.24%,97.53k,-0.12%,"26,901K",0,64.92
2021-01-15,118.42K,-5.95%,97.65k,0.00%,"30,087K",0,64.01
2021-01-14,172.40K,4.80%,97.65k,-0.01%,"37,672K",0,63.78
2021-01-13,209.93K,9.70%,97.66k,-0.03%,"28,364K",0,63.84
2021-01-12,241.93K,-4.13%,97.69k,0.32%,"20,973K",0,63.74
2021-01-11,251.04K,-6.93%,97.38k,-0.02%,"20,596K",0,63.02
2021-01-10,215.78K,-4.88%,97.4k,0.19%,"21,124K",0,62.73
2021-01-09,128.42K,-1.10%,97.22k,0.21%,"33,079K",0,61.11
2021-01-08,251.29K,2.89%,97.02k,-0.15%,"42,309K",0,60.98
2021-01-07,249.60K,7.25%,97.17k,-0.24%,"23,202K",0,60.83
2021-01-06,227.56K,8.24%,97.4k,0.33%,"27,992K",0,63.83
2021-01-05,202.13K,6.15%,97.08k,-0.34%,"32,872K",0,63.33
2021-01-04,255.27K,-2.84%,97.41k,-0.24%,"26,187K",0,63.69
2021-01-03,155.21K,2.38%,97.64k,-0.06%,"30,744K",0,63.1
2021-01-02,240.87K,9.65%,97.7k,0.30%,"26,344K",0,63.43
2021-01-01,100.90K,1.42%,97.41k,-0.25%,"42,894K",0,63.74
2020-12-31,136.69K,0.28%,97.65k,-0.09%,"66,412K",0,62.13
2020-12-30,159.82K,5.45%,97.74k,-0.12%,"20,004K",0,60.45
2020-12-29,119.57K,1.18%,97.86k,-0.42%,"44,640K",0,61.86
2020-12-28,126.98K,3.03%,98.27k,-0.10%,"30,912K",0,62.84
2020-12-27,231.23K,-0.73%,98.37k,0.00%,"29,241K",0,61.93
2020-12-26,155.77K,7.15%,98.37k,0.12%,"44,444K",0,62.47
2020-12-25,2.40K,4.02%,98.25k,-0.07%,"48,098K",0,61.48
2020-12-24,104.59K,2.06%,98.32k,0.05%,"26,552K",0,62.16
2020-12-23,178.47K,-2.37%,98.27k,0.29%,"45,059K",0,61.15
2020-12-22,130.75K,4.82%,97.99k,0.06%,"29,337K",0,60.88
2020-12-21,154.69K,-3.18%,97.93k,0.07%,"36,601K",0,61.13
2020-12-20,114.09K,-1.55%,97.86k,0.07%,"18,618K",0,61.49
2020-12-19,133.88K,3.10%,97.79k,-0.21%,"36,206K",0,61.34
2020-12-18,131.80K,1.33%,98k,-0.16%,"23,456K",0,60.74
2020-12-17,310.74K,6.90%,98.16k,-0.21%,"30,843K",0,58.72
2020-12-16,199.81K,9.87%,98.37k,0.06%,"31,727K",0,61.1
2020-12-15,98.39K,0.84%,98.31k,0.11%,"24,971K",0,61.32
2020-12-14,67.11K,0.51%,98.2k,-0.15%,"35,024K",0,61
2020-12-13,82.45K,1.96%,98.35k,0.21%,"24,548K",0,-
2020-12-12,71.37K,4.36%,98.14k,0.19%,"25,815K",0,61.46
2020-12-11,111.53K,-1.23%,97.95k,-0.03%,"22,305K",0,61.04
2020-12-10,85.31K,-1.61%,97.98k,0.49%,"23,183K",0,59.67
2020-12-09,129.72K,1.20%,97.5k,0.27%,"32,459K",0,58.95
2020-12-08,101.41K,-4.40%,97.24k,-0.11%,"32,784K",0,59.38
2020-12-07,61.98K,-1.08%,97.35k,-0.31%,"36,151K",0,59.7
2020-12-06,54.56K,1.22%,97.65k,-0.04%,"35,281K",0,59.23
2020-12-05,59.44K,2.62%,97.69k,-0.07%,"41,752K",0,58.8
2020-12-04,110.63K,-3.99%,97.76k,-0.07%,"37,698K",0,59.42
2020-12-03,99.97K,1.12%,97.83k,0.20%,"69,568K",0,60.03
2020-12-02,91.92K,2.39%,97.63k,0.14%,"22,773K",0,60.44
2020-12-01,208.72K,-4.71%,97.49k,-0.04%,"29,614K",0,57.77
2020-11-30,185.59K,8.32%,97.53k,0.21%,"29,062K",0,57.72
2020-11-29,79.12K,2.57%,97.33k,0.05%,"35,798K",0,58.03
2020-11-28,95.20K,3.52%,97.28k,-0.34%,"25,561K",0,58.24
2020-11-27,138.80K,-0.20%,97.61k,-0.40%,"29,097K",0,57.84
2020-11-26,312.07K,-8.34%,98k,-0.30%,"31,821K",0,57.44
2020-11-25,146.12K,-2.24%,98.29k,-0.16%,"56,806K",0,58.67
2020-11-24,180.79K,4.21%,98.45k,0.15%,"30,349K",0,59.22
2020-11-23,127.35K,-0.18%,98.3k,-0.41%,"42,724K",0,60.94
2020-11-22,121.76K,-1.47%,98.7k,-0.42%,"46,319K",0,62.07
2020-11-21,108.91K,0.06%,99.12k,-0.01%,"81,511K",0,61.73
2020-11-20,134.42K,4.90%,99.13k,0.16%,"100,796K",0,61.57
2020-11-19,135.94K,0.16%,98.97k,0.16%,"47,720K",0,63.46
2020-11-18,233.43K,0.64%,98.81k,-0.05%,"41,988K",0,63.59
2020-11-17,175.87K,5.66%,98.86k,-0.16%,"35,196K",0,64.28
2020-11-16,118.09K,4.78%,99.02k,-0.11%,"27,920K",0,63.23
2020-11-15,58.43K,-0.73%,99.13k,-0.25%,"34,182K",0,63.3
2020-11-14,83.64K,-1.55%,99.38k,0.27%,"30,930K",0,67.53
2020-11-13,113.75K,0.18%,99.11k,-0.02%,"37,256K",0,63.88
2020-11-12,165.54K,3.82%,99.13k,0.09%,"36,127K",0,58.36
2020-11-11,119.07K,2.56%,99.04k,0.71%,"58,916K",0,59.32
2020-11-10,93.36K,-0.15%,98.34k,-0.26%,"42,835K",0,60.89
2020-11-09,165.04K,-1.01%,98.6k,0.09%,"42,121K",0,60.89
2020-11-08,94.99K,4.42%,98.51k,0.24%,"35,942K",0,60.12
2020-11-07,160.73K,-4.81%,98.27k,-0.29%,"19,777K",0,59.23
2020-11-06,186.13K,-0.06%,98.56k,0.31%,"24,816K",0,58.53
2020-11-05,227.49K,10.19%,98.26k,-0.35%,"27,416K",0,56.72
2020-11-04,140.80K,0.90%,98.61k,0.36%,"39,270K",0,56.48
2020-11-03,108.17K,3.38%,98.26k,-0.05%,"36,624K",0,57.62
2020-11-02,97.76K,-1.44%,98.31k,-0.33%,"42,818K",0,59.62
2020-11-01,51.71K,-0.27%,98.64k,0.32%,"31,594K",0,59.32
2020-10-31,102.75K,1.75%,98.33k,0.05%,"34,490K",0,58.99
2020-10-30,108.77K,0.76%,98.28k,-0.11%,"44,219K",0,58.07
2020-10-29,111.23K,1.34%,98.39k,-0.02%,"34,820K",0,58.59
2020-10-28,144.18K,-2.77%,98.41k,-0.04%,"34,144K",0,59.43
2020-10-27,128.64K,4.56%,98.45k,-0.56%,"28,984K",0,60.29
2020-10-26,89.47K,0.23%,99k,0.08%,"50,639K",0,60.09
2020-10-25,59.73K,-0.65%,98.92k,0.00%,"68,256K",0,59.24
2020-10-24,51.20K,1.42%,98.92k,0.42%,"45,208K",0,58.4
2020-10-23,73.94K,-0.31%,98.51k,0.31%,"34,286K",0,58.2
2020-10-22,113.31K,1.30%,98.21k,0.21%,"32,979K",0,58.33
2020-10-21,197.72K,7.51%,98k,-0.08%,"39,655K",0,59.66
2020-10-20,94.59K,1.36%,98.08k,0.45%,"24,664K",0,57.76
2020-10-19,73.04K,2.14%,97.64k,-0.54%,"40,023K",0,-
2020-10-18,31.51K,1.27%,98.17k,-0.13%,"70,976K",0,-
2020-10-17,29.86K,0.35%,98.3k,0.11%,"39,767K",0,56.83
2020-10-16,71.42K,-1.57%,98.19k,-0.16%,"44,544K",0,57.89
2020-10-15,70.84K,0.72%,98.35k,0.21%,"58,407K",0,58.75
2020-10-14,59.12K,-0.03%,98.14k,0.00%,"31,187K",0,59.68
2020-10-13,64.67K,-0.95%,98.14k,0.15%,"28,295K",0,60.33
2020-10-12,84.02K,1.43%,97.99k,0.18%,"43,443K",0,63.05
2020-10-11,41.06K,0.64%,97.81k,0.44%,"35,017K",0,64.57
2020-10-10,65.81K,2.21%,97.38k,-0.11%,"33,164K",0,63.63
2020-10-09,70.95K,1.19%,97.49k,-0.13%,"58,192K",0,62.53
2020-10-08,79.78K,2.37%,97.62k,0.08%,"27,604K",0,62.83
2020-10-07,49.27K,0.64%,97.54k,-0.09%,"39,443K",0,63.03
2020-10-06,69.07K,-1.73%,97.63k,0.11%,"30,808K",0,63.21
2020-10-05,48.86K,1.09%,97.52k,-0.56%,"35,889K",0,62.11
2020-10-04,31.40K,1.22%,98.07k,-0.30%,"38,387K",0,62.74
2020-10-03,29.10K,-0.27%,98.37k,-0.15%,"40,278K",0,61.55
2020-10-02,77.94K,-0.45%,98.52k,0.48%,"34,886K",0,62.14
2020-10-01,95.33K,-1.44%,98.05k,0.01%,"40,814K",0,63.23
2020-09-30,55.55K,-0.60%,98.04k,0.03%,"51,162K",0,64.58
2020-09-29,59.64K,1.38%,98.01k,0.19%,"64,184K",0,65.22
2020-09-28,72.29K,-0.77%,97.82k,0.09%,"47,864K",0,65.88
2020-09-27,40.92K,0.45%,97.73k,0.03%,"38,972K",0,65.95
2020-09-26,37.85K,0.37%,97.7k,0.45%,"39,430K",0,63.9
2020-09-25,71.43K,-0.47%,97.26k,0.11%,"55,980K",0,62.63
2020-09-24,82.95K,4.90%,97.15k,0.37%,"42,836K",0,63.32
2020-09-23,74.95K,-2.79%,96.79k,-0.44%,"35,758K",0,61.62
2020-09-22,63.52K,1.10%,97.22k,-0.17%,"59,184K",0,61.75
2020-09-21,109.85K,-4.62%,97.39k,0.47%,"32,587K",0,60.62
2020-09-20,53.39K,-1.45%,96.93k,0.12%,"36,185K",0,63.43
2020-09-19,51.63K,1.36%,96.81k,-0.25%,"57,206K",0,64.92
2020-09-18,63.48K,-0.08%,97.05k,-0.05%,"102,207K",0,64.88
2020-09-17,77.22K,-0.07%,97.1k,-0.40%,"78,109K",0,64.42
2020-09-16,94.94K,1.52%,97.49k,0.11%,"50,232K",0,64.29
2020-09-15,91.70K,1.03%,97.38k,0.09%,"52,488K",0,63.38
2020-09-14,96.64K,3.38%,97.29k,0.54%,"65,691K",0,64.02
2020-09-13,66.12K,-1.11%,96.77k,0.00%,"56,950K",0,64.22
2020-09-12,48.49K,0.50%,96.77k,0.04%,"66,025K",0,62.61
2020-09-11,62.28K,0.49%,96.73k,-0.11%,"41,917K",0,61.22
2020-09-10,88.01K,1.13%,96.84k,0.74%,"55,522K",0,59.92
2020-09-09,71.37K,0.97%,96.13k,-0.06%,"42,218K",0,60.74
2020-09-08,113.90K,-2.41%,96.19k,-0.02%,"33,682K",0,59.9
2020-09-07,12.40M,0.78%,96.21k,0.07%,"39,468K",0,60.28
2020-09-06,12.12M,2.02%,96.14k,0.17%,"35,428K",0,59.9
2020-09-05,14.72M,-3.63%,95.98k,-0.25%,"36,292K",0,61.28
2020-09-04,12.50M,2.99%,96.22k,-0.42%,"39,192K",0,61.92
2020-09-03,9.65M,-10.90%,96.63k,-0.50%,"86,899K",0,61.2
2020-09-02,20.26M,-4.21%,97.12k,-0.53%,"49,930K",0,59.37
2020-09-01,580.69K,2.32%,97.64k,0.08%,"31,820K",0,-
2020-08-31,496.14K,-0.49%,97.56k,-0.01%,"34,686K",0,60.03
2020-08-30,409.36K,2.04%,97.57k,0.58%,"27,994K",0,60.17
2020-08-29,389.85K,-0.51%,97.01k,0.01%,"38,099K",0,63.83
2020-08-28,464.94K,1.77%,97k,0.32%,"35,100K",0,67.12
2020-08-27,560.59K,-1.18%,96.69k,-0.07%,"39,496K",0,67.13
2020-08-26,513.06K,1.21%,96.76k,0.23%,"44,009K",0,68.31
2020-08-25,594.07K,-3.65%,96.54k,-0.52%,"47,171K",0,66.88
2020-08-24,429.13K,0.96%,97.04k,-0.29%,"37,460K",0,66.73
2020-08-23,377.33K,-0.17%,97.32k,0.26%,"44,477K",0,69.22
2020-08-22,433.98K,1.15%,97.07k,-0.07%,"43,997K",0,71.23
2020-08-21,506.38K,-2.76%,97.14k,-0.62%,"42,419K",0,71.64
2020-08-20,430.93K,0.91%,97.75k,-0.40%,"48,174K",0,-
2020-08-19,550.26K,-1.65%,98.14k,0.00%,"45,738K",0,72.46
2020-08-18,606.79K,-2.73%,98.14k,0.19%,"78,350K",0,72.04
2020-08-17,628.41K,3.22%,97.95k,0.35%,"44,092K",0,70.46
2020-08-16,410.81K,0.45%,97.61k,0.00%,"48,382K",0,69.7
2020-08-15,499.10K,0.80%,97.61k,-0.26%,"45,690K",0,70.97
2020-08-14,435.44K,-0.17%,97.86k,-0.18%,"48,026K",0,70.1
2020-08-13,545.67K,1.85%,98.04k,-0.02%,"47,437K",0,69.09
2020-08-12,549.59K,1.46%,98.06k,0.13%,"70,351K",0,69.28
2020-08-11,615.90K,-4.19%,97.93k,-0.07%,"52,521K",0,70.29
2020-08-10,564.11K,1.78%,98k,0.14%,"74,764K",0,69.22
2020-08-09,303.00K,-0.71%,97.86k,0.30%,"82,431K",0,69.93
2020-08-08,317.06K,1.49%,97.57k,0.04%,"71,915K",0,71.43
2020-08-07,517.00K,-1.40%,97.53k,0.22%,"85,497K",0,-
2020-08-06,554.85K,0.19%,97.32k,-0.01%,"48,699K",0,71.63
2020-08-05,570.83K,4.92%,97.33k,-0.04%,"66,148K",0,71.09
